TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
1611661330,Atlanta Dream,44,30,14,0.682,1765.0,105.8,108.2,96.4,98.9,9.4,9.3,0.712,1.71,19.1,0.32,0.737,0.53,0.161,0.514,0.555,95.3,93.08,77.56,3430,0.559,1,2,32,6,3,20,2,3,3,3,6,21,1,4,6,25,24,40,4
1610612737,Atlanta Hawks,10,6,4,0.6,443.0,109.1,110.7,109.4,112.8,-0.3,-2.1,0.619,1.69,17.8,0.295,0.664,0.481,0.147,0.527,0.564,105.8,103.43,86.19,953,0.497,23,21,5,12,25,8,38,30,26,4,18,32,34,37,1,12,15,15,29
1610612738,Boston Celtics,10,6,4,0.6,1304.0,110.9,337.2,109.5,330.3,1.4,6.8,0.453,1.47,31.2,0.316,0.685,0.498,0.367,0.512,0.561,103.3,34.11,28.43,928,0.509,23,21,5,12,15,1,43,6,43,14,2,24,22,20,42,26,20,43,18
1610612751,Brooklyn Nets,10,1,9,0.1,440.0,104.7,107.7,114.5,117.2,-9.8,-9.4,0.589,1.24,15.9,0.332,0.669,0.49,0.178,0.509,0.551,105.6,102.84,85.7,944,0.42,23,41,28,41,28,22,41,39,35,34,38,14,30,31,24,28,29,17,41
1610612766,Charlotte Hornets,10,8,2,0.8,432.0,114.4,117.0,102.6,105.8,11.7,11.2,0.658,1.64,18.7,0.331,0.692,0.524,0.163,0.561,0.598,108.2,105.42,87.85,947,0.589,23,16,1,1,34,3,16,2,16,5,7,17,15,6,7,1,1,10,1
1610612741,Chicago Bulls,9,7,2,0.778,392.0,107.0,109.7,108.9,109.2,-1.8,0.5,0.67,1.34,18.4,0.32,0.701,0.515,0.192,0.54,0.585,109.3,107.82,89.85,879,0.507,35,19,1,2,40,12,30,22,11,23,10,20,11,9,35,9,4,1,21
1611661329,Chicago Sky,44,10,34,0.227,1760.0,94.0,97.0,107.5,109.9,-13.5,-12.8,0.689,1.14,17.3,0.355,0.701,0.527,0.217,0.476,0.516,96.3,93.75,78.12,3437,0.425,1,12,42,39,10,42,33,41,6,39,22,5,12,5,41,40,40,39,40
1610612739,Cleveland Cavaliers,10,5,5,0.5,440.0,107.5,110.9,106.8,109.1,0.7,1.8,0.619,1.32,16.5,0.386,0.666,0.52,0.181,0.508,0.552,104.9,102.22,85.18,936,0.498,23,30,13,24,29,7,27,18,25,25,32,2,32,7,27,29,28,22,28
1611661323,Connecticut Sun,44,11,33,0.25,1765.0,94.2,95.9,106.5,108.8,-12.3,-12.9,0.63,1.24,16.0,0.296,0.672,0.475,0.177,0.458,0.505,96.5,94.57,78.81,3479,0.414,1,11,41,38,3,43,25,42,23,35,36,30,27,40,23,42,42,37,42
1610612742,Dallas Mavericks,10,4,6,0.4,440.0,98.7,100.3,102.1,104.7,-3.4,-4.4,0.591,1.26,15.7,0.276,0.676,0.483,0.169,0.484,0.524,104.4,102.27,85.23,935,0.49,23,34,19,31,29,39,13,33,34,32,40,39,24,36,14,36,39,21,30
1611661321,Dallas Wings,44,10,34,0.227,1765.0,98.0,101.6,107.7,109.1,-9.7,-7.5,0.669,1.46,17.6,0.335,0.709,0.512,0.172,0.469,0.514,98.7,96.34,80.28,3537,0.446,1,12,42,39,3,36,28,38,12,15,20,12,5,11,16,41,41,30,38
1610612743,Denver Nuggets,9,5,4,0.556,397.0,113.4,115.4,103.4,106.5,10.1,8.8,0.616,1.58,18.2,0.339,0.714,0.539,0.163,0.553,0.591,104.0,101.56,84.63,840,0.561,35,30,5,18,37,4,18,4,27,6,14,10,4,3,8,2,2,26,3
1610612765,Detroit Pistons,10,6,4,0.6,441.0,106.2,110.4,102.8,107.4,3.4,3.0,0.633,1.4,16.8,0.375,0.639,0.508,0.174,0.506,0.549,107.1,102.76,85.63,944,0.526,23,21,5,12,26,10,21,13,21,20,25,3,42,14,19,31,30,18,8
1611661331,Golden State Valkyries,44,23,21,0.523,1765.0,98.8,101.5,97.6,99.8,1.2,1.7,0.698,1.31,17.2,0.313,0.706,0.511,0.185,0.482,0.531,93.9,91.55,76.29,3368,0.504,1,7,37,22,3,37,3,19,5,26,23,25,6,12,31,38,36,41,24
1610612744,Golden State Warriors,13,8,5,0.615,565.0,104.0,106.4,103.4,106.1,0.6,0.3,0.667,1.18,17.0,0.329,0.682,0.505,0.202,0.521,0.568,104.9,102.41,85.35,1206,0.503,14,16,13,9,17,24,17,23,13,38,24,18,23,15,39,16,13,20,25
1610612745,Houston Rockets,9,3,6,0.333,404.0,108.6,113.0,109.7,113.1,-1.1,-0.1,0.571,1.28,15.6,0.424,0.674,0.546,0.176,0.515,0.557,106.6,102.89,85.74,868,0.516,35,36,19,33,35,5,39,24,39,30,41,1,26,1,22,24,23,16,14
1611661325,Indiana Fever,44,24,20,0.545,1765.0,103.7,106.2,99.9,101.8,3.9,4.5,0.657,1.47,18.3,0.313,0.702,0.505,0.175,0.517,0.554,97.8,95.71,79.76,3515,0.521,1,6,36,20,3,25,9,10,17,13,11,26,10,17,20,22,26,33,10
1610612754,Indiana Pacers,9,3,6,0.333,402.0,106.4,108.7,112.0,115.2,-5.6,-6.5,0.607,1.41,16.5,0.316,0.695,0.494,0.164,0.517,0.557,108.1,105.49,87.91,886,0.461,35,36,19,33,36,19,40,36,30,18,31,23,13,25,9,21,22,8,35
1610612746,LA Clippers,9,5,4,0.556,392.0,101.5,103.1,101.3,103.9,0.2,-0.7,0.604,1.1,16.4,0.297,0.667,0.492,0.204,0.52,0.56,103.8,101.69,84.74,830,0.509,35,30,5,18,40,33,12,27,31,41,33,29,31,29,40,18,21,25,19
1611661319,Las Vegas Aces,44,30,14,0.682,1760.0,103.7,105.9,99.8,101.9,3.9,3.9,0.66,1.51,17.9,0.277,0.687,0.484,0.165,0.506,0.552,96.9,94.92,79.1,3476,0.517,1,2,32,6,10,28,10,11,14,12,16,38,19,35,10,32,27,35,13
1610612747,Los Angeles Lakers,13,6,7,0.462,560.0,104.3,107.3,106.5,108.5,-2.2,-1.2,0.609,1.24,16.7,0.335,0.649,0.497,0.188,0.526,0.564,103.2,100.76,83.96,1177,0.504,14,21,25,28,18,23,23,28,29,36,27,13,40,21,33,14,17,27,23
1611661320,Los Angeles Sparks,44,21,23,0.477,1775.0,103.1,105.2,106.4,108.5,-3.3,-3.3,0.675,1.38,18.2,0.295,0.692,0.497,0.184,0.521,0.563,98.8,96.84,80.7,3584,0.479,1,9,39,27,1,30,22,31,9,21,12,31,14,22,30,17,19,29,32
1610612763,Memphis Grizzlies,13,6,7,0.462,560.0,105.6,108.7,106.3,109.2,-0.7,-0.4,0.65,1.41,17.3,0.325,0.672,0.493,0.173,0.516,0.564,108.9,105.9,88.25,1238,0.499,14,21,25,28,18,18,29,26,18,19,21,19,28,26,17,23,16,7,27
1610612748,Miami Heat,12,7,5,0.583,512.0,106.7,107.8,103.2,105.5,3.5,2.3,0.602,1.19,16.5,0.289,0.665,0.491,0.188,0.542,0.588,109.1,107.34,89.45,1146,0.521,18,19,13,17,22,21,15,16,32,37,30,34,33,30,34,6,3,4,11
1610612749,Milwaukee Bucks,9,4,5,0.444,392.0,107.1,110.4,109.7,111.7,-2.6,-1.2,0.635,1.56,17.9,0.286,0.663,0.474,0.16,0.543,0.575,106.7,104.14,86.79,852,0.488,35,34,13,30,40,9,36,29,20,9,15,37,37,41,5,3,8,13,31
1611661324,Minnesota Lynx,44,34,10,0.773,1765.0,108.1,109.5,95.3,97.5,12.8,12.1,0.726,1.8,20.6,0.298,0.687,0.499,0.165,0.542,0.572,95.8,94.06,78.38,3457,0.582,1,1,31,3,3,14,1,1,2,1,3,28,18,19,11,5,11,38,2
1610612750,Minnesota Timberwolves,10,6,4,0.6,440.0,107.1,109.8,105.0,108.6,2.1,1.2,0.598,1.33,16.7,0.332,0.644,0.487,0.176,0.53,0.569,106.6,103.53,86.27,949,0.51,23,21,5,12,29,11,24,20,33,24,28,16,41,32,21,11,12,14,17
1610612740,New Orleans Pelicans,9,0,9,0.0,397.0,96.5,98.9,111.0,112.7,-14.5,-13.8,0.487,0.92,12.4,0.336,0.664,0.492,0.182,0.45,0.501,107.5,105.43,87.86,870,0.377,35,43,28,43,37,40,37,43,42,43,43,11,35,28,28,43,43,9,43
1610612752,New York Knicks,9,3,6,0.333,392.0,101.6,105.1,107.9,109.3,-6.3,-4.1,0.637,1.3,16.3,0.346,0.706,0.516,0.178,0.481,0.525,105.0,102.61,85.51,836,0.465,35,36,19,33,40,31,31,32,19,28,34,8,7,8,25,39,38,19,34
1611661313,New York Liberty,44,27,17,0.614,1760.0,104.7,105.8,98.5,100.6,6.2,5.2,0.737,1.58,19.7,0.252,0.689,0.485,0.173,0.526,0.574,97.3,95.75,79.8,3510,0.548,1,4,34,10,10,29,7,9,1,8,4,42,16,34,18,13,9,32,5
1610612760,Oklahoma City Thunder,13,10,3,0.769,580.0,103.1,106.2,98.4,100.4,4.7,5.8,0.563,1.3,16.0,0.298,0.688,0.494,0.168,0.506,0.547,104.5,101.92,84.93,1227,0.53,14,12,3,4,16,26,6,7,40,27,37,27,17,24,13,30,31,23,7
1610612753,Orlando Magic,10,1,9,0.1,441.0,100.0,101.1,108.7,111.6,-8.7,-10.5,0.553,0.98,14.0,0.332,0.676,0.499,0.194,0.485,0.538,106.2,104.18,86.81,960,0.435,23,41,28,41,26,38,35,40,41,42,42,15,25,18,37,35,35,12,39
1610612755,Philadelphia 76ers,12,8,4,0.667,1381.0,111.1,299.9,109.5,300.0,1.6,-0.1,0.577,1.46,33.1,0.32,0.686,0.505,0.399,0.533,0.578,103.7,38.14,31.79,1099,0.508,18,16,5,8,14,2,42,25,37,16,1,22,20,15,43,10,6,42,20
1611661317,Phoenix Mercury,44,27,17,0.614,1760.0,101.9,103.6,97.9,100.4,4.0,3.2,0.704,1.55,18.6,0.29,0.704,0.496,0.169,0.502,0.542,97.8,95.81,79.84,3515,0.512,1,4,34,10,10,32,5,12,4,10,8,33,8,23,15,34,32,31,16
1610612756,Phoenix Suns,10,3,7,0.3,445.0,105.5,106.2,108.7,111.4,-3.2,-5.3,0.616,1.27,16.8,0.343,0.656,0.493,0.187,0.523,0.554,106.6,104.95,87.46,975,0.458,23,36,25,37,24,27,34,34,28,31,26,9,39,27,32,15,25,11,36
1610612757,Portland Trail Blazers,10,6,4,0.6,440.0,105.9,111.0,103.1,105.2,2.8,5.7,0.671,1.43,17.9,0.347,0.632,0.487,0.179,0.52,0.567,111.4,107.73,89.77,984,0.518,23,21,5,12,29,6,14,8,10,17,17,7,43,33,26,18,14,3,12
1610612758,Sacramento Kings,11,6,5,0.545,480.0,107.7,109.4,104.9,107.0,2.9,2.5,0.626,1.58,18.2,0.268,0.672,0.476,0.159,0.542,0.573,103.6,101.75,84.79,1016,0.523,22,21,13,20,23,16,19,15,24,7,13,40,29,38,4,4,10,24,9
1610612759,San Antonio Spurs,12,9,3,0.75,519.0,106.3,109.4,98.4,101.2,7.9,8.2,0.573,1.12,15.9,0.352,0.714,0.543,0.197,0.541,0.58,103.3,100.39,83.66,1086,0.544,18,15,3,5,20,17,8,5,38,40,39,6,3,2,38,7,5,28,6
1611661328,Seattle Storm,44,23,21,0.523,1770.0,100.7,103.0,97.9,100.1,2.8,2.9,0.685,1.74,19.2,0.258,0.686,0.469,0.154,0.505,0.539,97.5,95.28,79.4,3508,0.514,1,7,37,22,2,34,4,14,8,2,5,41,21,42,2,33,34,34,15
1610612761,Toronto Raptors,10,5,5,0.5,440.0,108.0,109.5,105.8,107.4,2.1,2.1,0.659,1.53,18.4,0.287,0.661,0.463,0.167,0.541,0.578,109.3,107.78,89.82,988,0.501,23,30,13,24,29,15,20,17,15,11,9,36,38,43,12,8,7,2,26
1610612762,Utah Jazz,12,6,6,0.5,519.0,107.2,109.6,106.9,109.0,0.3,0.7,0.633,1.3,16.7,0.363,0.663,0.513,0.182,0.517,0.563,108.7,106.45,88.71,1152,0.505,18,21,19,24,20,13,26,21,22,29,29,4,36,10,29,20,18,5,22
1611661322,Washington Mystics,44,16,28,0.364,1765.0,96.0,97.2,101.2,103.2,-5.2,-6.0,0.688,1.26,17.6,0.288,0.729,0.51,0.192,0.483,0.53,96.3,94.76,78.97,3492,0.472,1,10,40,32,3,41,11,35,7,33,19,35,2,13,36,37,37,36,33
1610612764,Washington Wizards,9,3,6,0.333,397.0,101.1,102.5,108.4,109.8,-7.3,-7.3,0.578,1.36,16.1,0.251,0.703,0.475,0.159,0.509,0.541,107.4,105.91,88.26,876,0.454,35,36,19,33,37,35,32,37,36,22,35,43,9,39,3,27,33,6,37
